external_id,hanzi,pinyin,translation_id,translation_en,source_name,source_url,source_version,verified_at
hsk3-4-0032,倍,bèi,"(dua, tiga, dll.) -kali;kali (pengali);ganda","(two, three etc) -fold;times (multiplier);double",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0033,被迫,bèipò,"terpaksa, dipaksa","to be compelled, to be forced",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0034,本科,běnkē,kursus sarjana;sarjana (atributif),undergraduate course;undergraduate (attributive),CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0035,笨,bèn,bodoh;tolol;konyol,stupid;foolish;silly,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0036,比分,bǐfēn,skor (pertandingan atau kompetisi),score (of a game or competition),CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0037,毕业,bìyè,kelulusan;lulus;selesai sekolah,graduation;to graduate;to finish school,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0038,毕业生,bìyèshēng,lulusan,graduate,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0039,避,bì,menghindar;menghindari;melarikan diri,to avoid;to shun;to flee,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0040,避免,bìmiǎn,menghindari;mencegah;menahan diri dari,to avert;to prevent;to avoid,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0041,编,biān,menenun;mengepang;mengorganisir,to weave;to plait;to organize,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0042,辩论,biànlùn,debat;argumen;memperdebatkan,debate;argument;to argue over,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0043,标志,biāozhì,"tanda, marka, simbol, logo;melambangkan, menunjukkan, menandai","sign, mark, symbol, logo;to symbolize, to indicate, to mark",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0044,表情,biǎoqíng,ekspresi (wajah);mengekspresikan perasaan seseorang,(facial) expression;to express one's feelings,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0045,表扬,biǎoyáng,memuji,to praise;to commend,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0046,别,bié,"berpisah, meninggalkan;(sastra) membedakan, memilah;(dialek) memalingkan, mengalihkan (wajah, pandangan)","to leave, to part (from);(literary) to differentiate, to distinguish;(dialect) to turn away, to turn aside, to avert (one's face, gaze etc)",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0047,冰,bīng,es;块;mendinginkan sesuatu,ice;块;to chill sth,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0048,冰箱,bīngxiāng,kulkas;(dulu) kotak es,refrigerator;(old) icebox,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0049,冰雪,bīngxuě,es dan salju,ice and snow,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0050,兵,bīng,tentara;pasukan;angkatan darat,soldiers;a force;an army,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0051,并,bìng,dan;selanjutnya;juga,and;furthermore;also,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0052,不要紧,bùyàojǐn,tidak penting;tidak serius;tidak masalah,unimportant;not serious;it doesn't matter,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0053,不在乎,bùzàihu,tidak peduli,not to care,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0054,不管,bùguǎn,tidak peduli;terlepas dari;tidak masalah,not to be concerned;regardless of;no matter,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0055,不然,bùrán,tidak demikian;tidak;atau,not so;no;or else,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0056,布置,bùzhì,"menata, mengatur, menyusun;menugaskan (tugas, pekerjaan rumah dll)","to arrange, to set up, to lay out;to assign (tasks, homework etc)",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0057,步行,bùxíng,berjalan kaki;berjalan,to go on foot;to walk,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0058,擦,cā,"menggosok, menggaruk;menyeka, memoles;mengoleskan (lipstik, losion, dll)","to rub, to scratch;to wipe, to polish;to apply (lipstick, lotion etc)",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0059,才,cái,"kemampuan, bakat;seseorang dari tipe tertentu;individu yang cakap","ability, talent;sb of a certain type;a capable individual",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0060,材料,cáiliào,bahan (mentah);data;(kiasan) orang yang punya potensi melakukan pekerjaan,(raw) material;data;(fig.) person who has the potential to do the job,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0061,财产,cáichǎn,properti;aset;warisan,property;assets;estate,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0062,财富,cáifù,kekayaan;harta,wealth;riches,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0063,采访,cǎifǎng,mewawancarai;mengumpulkan berita;berburu dan mengumpulkan,to interview;to gather news;to hunt for and collect,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0064,参考,cānkǎo,konsultasi;referensi;berkonsultasi,consultation;reference;to consult,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0065,参与,cānyù,berpartisipasi (dalam sesuatu),to participate (in sth),CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0066,操场,cāochǎng,"tempat bermain, lapangan olahraga, lapangan latihan, 个",playground;sports field;drill ground,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0067,操作,cāozuò,"bekerja, mengoperasikan, memanipulasi",to work;to operate;to manipulate,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0068,测,cè,survei;mengukur;menebak,to survey;to measure;to conjecture,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0069,测量,cèliáng,survei;mengukur;menentukan,survey;to measure;to gauge,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0070,测试,cèshì,menguji (mesin dll);menguji (keterampilan seseorang di bidang tertentu);sebuah tes,to test (machinery etc);to test (a person's skill in a particular area);a test,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0071,曾,céng,pernah;sudah;pernah (di masa lalu),once;already;ever (in the past),CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0072,茶叶,cháyè,"teh;daun teh;KP:盒,罐,包,片",tea;tea leaves,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0073,产品,chǎnpǐn,barang;barang dagangan;produk,goods;merchandise;product,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0074,长途,chángtú,jarak jauh;panggilan telepon jarak jauh (singkatan dari 长途电话);bus jarak jauh (singkatan dari 长途汽车),long distance;long-distance phone call (abbr. for 长途电话);long-distance coach (abbr. for 长途汽车),CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0075,常识,chángshí,"akal sehat, pengetahuan umum","common sense, general knowledge",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0076,唱片,chàngpiàn,rekaman gramofon;LP;CD musik,gramophone record;LP;music CD,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0077,抄,chāo,membuat salinan;menjiplak;menggeledah dan menyita,to make a copy;to plagiarize;to search and seize,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0078,抄写,chāoxiě,menyalin;mentranskripsi,to copy;to transcribe,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0079,潮,cháo,"pasang, lembap, basah, beruap, modis, trendi;(percakapan) inferior, di bawah standar","tide;damp, moist, humid;fashionable, trendy",CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0080,潮流,cháoliú,pasang;arus;tren,tide;current;trend,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0081,潮湿,cháoshī,lembab;basah,damp;moist,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0082,彻底,chèdǐ,menyeluruh;sepenuhnya;lengkap,thorough;thoroughly;complete,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0083,沉,chén,menyelam;membenamkan;tenggelam,to submerge;to immerse;to sink,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0084,沉默,chénmò,"pendiam, tidak komunikatif, diam",taciturn;uncommunicative;silent,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
hsk3-4-0085,沉重,chénzhòng,"berat, sulit, serius, kritis",heavy;hard;serious,CLEC 新版HSK考试大纲,https://hsk.cn-bj.ufileos.com/3.0/%E6%96%B0%E7%89%88HSK%E8%80%83%E8%AF%95%E5%A4%A7%E7%BA%B21219.pdf,2025-11,2026-08-11
